timestamp,Altiva Equity Ex-Top 100 Long-Short Fund,Altiva Hybrid Long-Short Fund,Apex Hybrid Long-Short Fund,Arthaya Equity Long Short Fund,Arudha Equity Long-Short Fund,Arudha Hybrid Long-Short Fund,Diviniti Equity Long Short Fund,DynaSIF Active Asset Allocator Long-Short Fund,DynaSIF Equity Ex-Top 100 Long-Short Fund,DynaSIF Equity Long-Short Fund,Infinity Hybrid Long-Short Fund,Magnum Hybrid Long Short Fund,Platinum Hybrid Long-Short Fund,Prism Hybrid Long-Short Fund,Qsif Active Asset Allocator Long-Short Fund,Qsif Equity Ex-Top 100 Long-Short Fund,Qsif Equity Long-Short Fund,Qsif Hybrid Long-Short Fund,Qsif Sector Rotation Long-Short Fund,RedHex Hybrid Long-Short Fund,Sapphire Equity Long-Short SIF,Summit Equity Long-Short Fund,Titanium Equity Long-Short Fund,Titanium Hybrid Long-Short Fund,WSIF Equity Ex-Top 100 Long-Short Fund,WSIF Equity Long-Short Fund,iSIF Active Asset Allocator Long-Short Fund,iSIF Equity Ex-Top 100 Long-Short Fund,iSIF Equity Long-Short Fund,iSIF Hybrid Long-Short Fund
2025-11-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-27 00:00:00+00:00,,,,,,,,,,,,,,,,,0.009670000000000067,,,,,,,,,,,,,
2026-04-28 00:00:00+00:00,,,,,,,,,,,,,,,,,0.013142902832470549,,,,,,,,,,,,,
2026-04-29 00:00:00+00:00,,,,,,,,,,,,,,,,,0.010523898435393697,,,,,,,,,,,,,
2026-04-30 00:00:00+00:00,,,,,,,,,,,,,,,,,0.013207679022452234,,,,,,,,,,,,,
2026-05-04 00:00:00+00:00,,,,,,,,,,,,,,,,,0.02157124897731122,,,,,,,,,,,,,
2026-05-05 00:00:00+00:00,,,,,,,,,,,,,,,,,0.021361335981872953,,,,,,,,,,,,,
2026-05-06 00:00:00+00:00,,,,,,,,,,,,,,,,,0.027081483845869947,,,,,,,,,,,,,
2026-05-07 00:00:00+00:00,,,,,,,,,,,,,,,,,0.026769726632446034,,,,,,,,,,,,,
2026-05-08 00:00:00+00:00,,,,,,,,,,,,,,,,,0.026667462710329826,,,,,,,,,,,,,
2026-05-11 00:00:00+00:00,,,,,,,,,,,,,,,,,0.009994750032193078,,,,,,,,,,,,,
2026-05-12 00:00:00+00:00,,,,,,,,,,,,,,,,,-0.004590378013672236,0.041720691787516806,,,,,,,,,,,,
2026-05-13 00:00:00+00:00,,,,,,,,,,,,,,,,,0.0031236674831172095,0.04429754046794043,,,,,,,,,,,,
2026-05-14 00:00:00+00:00,,,,,,,,,,,,,,,,,0.010701063176859371,0.04797198890728804,,,,,,,,,,,,
2026-05-15 00:00:00+00:00,,0.053539471067806765,,,,,,,,,,0.029308534573271317,,,,,0.009749881460407783,0.05107360431439134,,,,,,,,,,,,
2026-05-18 00:00:00+00:00,,0.05186355147613941,,,,,,,,,,0.027471265515623067,,,,,0.008405021284160874,0.046669990029910347,,,,,,,,,,,,
2026-05-19 00:00:00+00:00,,0.05118773794416254,,,,,,,,,,0.025527800482446628,,,,-0.01693,0.00851730045885124,0.045339223353132674,,,,,,,,,,,,
2026-05-20 00:00:00+00:00,,0.05230903483632976,,,,,,,,,,0.025969239351316897,,,,-0.01597227077943486,0.006135694377418899,0.03666183795368405,,,,,,,,,,,,
2026-05-21 00:00:00+00:00,,0.05375938356436416,,,,,,,,,,0.02395144037016772,,,,-0.009845569493727835,0.008206677924925243,0.04162016739736951,,,,,,,,,,,,
2026-05-22 00:00:00+00:00,,0.05499935504995879,,,,,,,,,,0.022693866200540258,,,,-0.015081738437001668,0.00695566502463052,0.0390320528115804,,,,,,,,,,,,
2026-05-25 00:00:00+00:00,,0.05818185424290201,,,,,,,,,,0.029306469897969478,,,,-0.0027252852565062824,0.018454052771074814,0.0445751138088013,,,,,,,,,,,,
2026-05-26 00:00:00+00:00,,0.056616103608063684,,,,,,,,,,0.02575741058244052,,,,0.004622542398319052,0.018913437303087477,0.03343949044585992,,,,,,,,,,,,
2026-05-27 00:00:00+00:00,,0.057691546228469504,,,,,,,,,,0.023561687250542196,,,,0.014233448604219934,0.021843440563574568,0.033912397921306736,,,,,,,,,,,,
2026-05-29 00:00:00+00:00,,0.05562594029614387,,,,,,,,,,0.02130827022896198,,,,0.015448022894917202,0.023544406350962888,0.03646905550417201,,,,,,,,,,,,
2026-06-01 00:00:00+00:00,,0.05606745135338653,,,,,,,,,,0.019087112231029657,,,,0.012841513478533573,0.013408526245218377,0.035772179845454444,,,,,,,,,,,,
2026-06-02 00:00:00+00:00,,0.055616053220345574,,,,,,,,,,0.018036688150718794,,,,0.018267281291923565,0.019518761568231513,0.04129811140329909,,,,,,,,,,,,
2026-06-03 00:00:00+00:00,,0.05298418972332031,,,,,,,,,,0.012840125144340186,,,,0.010378743689281267,0.010279463697262292,0.032265097013298494,,,,,,,,,,,,
2026-06-04 00:00:00+00:00,,0.05434975982921175,,,,,,,,,,0.013038157089559466,,,,0.01335310076346663,0.013340042822326703,0.03294914177363473,,,,,,,,,,,,
2026-06-05 00:00:00+00:00,,0.05516580372317281,,,,,,,,,,0.014271323035594419,,,,0.0034357739979824498,0.0177205431796168,0.04068178644804821,,,,,,,,,,,,
2026-06-08 00:00:00+00:00,,0.053634055501220246,,,,,,,,,,0.011778051787916244,,,,-0.0014350513808606413,0.015987882867721348,0.04419994214406131,,,,,,,,,,,,
2026-06-09 00:00:00+00:00,,0.05540581899317787,,,,,,,,,,0.013461367651267597,,,,0.009768193637121003,0.02052875906917806,0.041044999103603486,,,,,,,,,,,,
2026-06-10 00:00:00+00:00,,0.05425406831408264,,,,,-0.0849510416573005,,,,,0.014963431508203007,,,,0.008506863950652255,0.014406821674681547,0.040602900635263284,,,,,,,,,,,,
2026-06-11 00:00:00+00:00,,0.052407694357536894,,,,,-0.08774307330947217,,,,,0.013029573182769427,,,,0.002490421455938696,0.011615158967672956,0.04082182217124619,,,,,,,,,,,,
2026-06-12 00:00:00+00:00,,0.057932571417302015,,,,,-0.07854143749452658,,,,,0.015847548551573443,,,,0.014706030682952953,0.02305623158703729,0.04677124626798612,,,,,,,,,,,,
2026-06-15 00:00:00+00:00,,0.06223447349180944,,,,,-0.06854624013354338,,,,,0.024257215410001365,,,,0.03161493897180434,0.03451216851458838,0.05139755603266649,,,,,,,,,,,,
2026-06-16 00:00:00+00:00,,0.06343766358186254,,,,,-0.06421490060078028,,,,,0.027252777667944983,,,,0.04639488279826742,0.04593417761879626,0.05697583631959313,,,,,,,,,,,,
2026-06-17 00:00:00+00:00,,0.05875649602624944,,,,,-0.05894501277812492,,,,,0.027857354539168266,,,,0.05330080280221505,0.05502626480516093,0.05738896743980826,,,,,,,,,,,,
2026-06-18 00:00:00+00:00,,0.058749005627412254,,,,,-0.057509438865387175,,,,,0.02720766546400899,,,,0.057024375442500164,0.047811254140468495,0.056559568268970795,,,,,,,,,,,,
2026-06-19 00:00:00+00:00,,0.05688467230547589,,,,,-0.06126161389875273,,,,,0.02347842324059224,,,,0.05075596123688131,0.044253123517317805,0.05358927215316367,,,,,,,,,,,,
2026-06-22 00:00:00+00:00,,0.05603966786961245,,,,,-0.0573622410549991,,,,,0.027172149284555358,,,,0.0634085894762293,0.05045476588711506,0.05321614063124258,,,,,,,,,,,,
2026-06-23 00:00:00+00:00,,0.055131052430756,,,,,-0.06352664251309592,,,,,0.029662020768350006,,,,0.05652979971431171,0.04596430421098763,0.0511737983734295,,,,,,,,,,,,
2026-06-24 00:00:00+00:00,,0.05411054569606266,,,,,-0.0565656088976455,,,,,0.031606499086374695,,,,0.06539221075347634,0.05337423925969609,0.056571325126719696,,,,,,0.018334682941946623,,,,,,
2026-06-25 00:00:00+00:00,,0.05374476844580167,,,,,-0.0570409996430189,,,,,0.03142110195826975,,,,0.08036943025780618,0.06307744497435785,0.0662284933269015,,,,,,0.019097517322747892,,,,,,
2026-06-29 00:00:00+00:00,,0.05254032572274592,,,,,-0.06275378729402759,,,,,0.02583844831819304,,,,0.06668152304934005,0.05517747663736827,0.05763950597561829,,,,,,0.015078034566718523,,,,,,
2026-06-30 00:00:00+00:00,,0.05259519613665797,,,,,-0.06432813402013193,,,,,0.02165460368451466,,,,0.06397067757482477,0.04976436764575132,0.05694269804203356,,,,,,0.014830761870589626,,,,,,
2026-07-01 00:00:00+00:00,,0.05328842334800066,,,,,-0.059162873006198935,,,,,0.024317180616740153,,,,0.06279163720836278,0.054891728684239194,0.05705972038146112,,,,,,0.014531438303636346,,,,,,
2026-07-02 00:00:00+00:00,,0.054677238896726266,,,,,-0.05794715811294293,,,,,0.025737380854520264,,,,0.07721714088705922,0.06081375539796374,0.05967843223253366,,,,,,0.019902332070958817,,,,,,
2026-07-03 00:00:00+00:00,,0.054458961213312396,,,,,-0.054054571829000975,,,,,0.026668755262281962,,,,0.07988586283230781,0.07292867077289888,0.06314593527940304,,,,,,0.01991626794258372,,,,,,
2026-07-06 00:00:00+00:00,,0.05552852806102604,,,,,-0.04454188502466638,,,,,0.029733253600243037,,,,0.0900153139356814,0.08445362635607845,0.06429021010460256,,,,,,0.024621306554712286,,,,,,
2026-07-07 00:00:00+00:00,,0.057061812105963616,,,,,-0.047787525037371936,,,,,0.030532853232342116,,,,0.0957927943563619,0.08977635782747617,0.07175789336827054,,,,,,0.024158249997507486,,,,,,
2026-07-08 00:00:00+00:00,,0.053268694562376595,,,,,-0.06732038245173622,,,,,0.021100926405994702,,,,0.07075653425796369,0.06695891609260518,0.059139999600742676,,,,,,0.009387292883537901,,,,,,
2026-07-09 00:00:00+00:00,,0.054039889357985205,,,,,-0.06177904747308016,,,,,0.0208343507945965,,,,0.07715001616553496,0.07850896284278419,0.06500663944328511,,,,,,0.012728157944417395,,,,,,
2026-07-10 00:00:00+00:00,,0.05689708677605809,,,,,-0.05414518552401282,,,,,0.022945072068562444,,,,0.07623574716447545,0.08071607731274288,0.06767126555604142,,,,,,0.014477110915266378,,,,,,
2026-07-13 00:00:00+00:00,,0.05645380171377612,,,,,-0.055298804654347,,,,,0.023622661376022425,,,,0.09027742863176091,0.09803650715342882,0.07985211464104913,,,,,,0.01307454768597327,,,,,,
2026-07-14 00:00:00+00:00,,0.05575963169372411,,,,,-0.058645872670026855,,,,,0.02518611149104144,,,,0.08828009158857753,0.08633185496956397,0.07808740277763904,,,,,,0.008594429939077441,,,,,,
2026-07-15 00:00:00+00:00,,0.055761145447852156,,,,,-0.055886038680125205,,,,,0.02540519429798871,,,,0.08674778494968538,0.09049031548344,0.07492680595112433,,,,,,0.010356800174097236,,,,,,
2026-07-16 00:00:00+00:00,,0.05622563943454395,,,,,-0.05177215394183177,,,,,0.029233060896493468,,,,0.10806566738044254,0.10219520164763884,0.07797245684540122,,,,,,0.019333771379646647,,,,,,
2026-07-17 00:00:00+00:00,,0.0591205227539735,,,,,-0.04860547867270193,,,,,0.034328109206174684,,,,0.1266837417173905,0.11700528973310886,0.08203924401107487,,,,,,0.025388166177087834,,,,,,
2026-07-20 00:00:00+00:00,,0.06009662023204365,,,,,-0.0517873822973266,,,,,0.03142095253034238,,,,0.1234822427582778,0.11081421880629283,0.08171221824669006,,,,,,0.023139144051145477,,,,,,
2026-07-21 00:00:00+00:00,,0.06214031307925971,,,,,-0.055599615749949094,,,,,0.03060674641663974,,,,0.1262005298890545,0.11753574432296054,0.08088485649622479,,,,,,0.02272387352803351,,,,,,
2026-07-22 00:00:00+00:00,,0.059884070333249495,,,,,-0.06501743592688136,,,,,0.02842993037167796,,,,0.12710258972437338,0.1167800110825652,0.08087310767992761,,,,,,0.01634530196999706,,,,,,
2026-07-23 00:00:00+00:00,,0.058789865756188275,,,,,-0.07200719048624937,,,,,0.025242033473131364,,,,0.12151093024469128,0.11076643257717378,0.07794104317524919,,,,,,0.012637444648987639,,,,,,
2026-07-24 00:00:00+00:00,,0.05791513272621596,,,,,-0.07279402576145133,,,,,0.024336738191540475,,,,0.14376408161546395,0.11891699685055368,0.09440163420504422,,,,,,0.014898397323880319,,,,,,
2026-07-27 00:00:00+00:00,,0.06446563809412709,,,,,-0.06106101111581064,,,,,0.03425400205031148,,,,0.17035709302450375,0.132065960970692,0.10874421249289257,,,,,,0.026238744403642045,,,,,,
2026-07-28 00:00:00+00:00,,0.06529761730883465,,,,,-0.06506134211890946,,,,,0.03311382322206646,,,,0.1726498310318394,0.13088842654411081,0.1116859527745464,,,,,,0.026592417730968654,,,,,,
2026-07-29 00:00:00+00:00,,0.06602004023597319,,,,,-0.055967941149823286,,,,,0.033249692496925,,,,0.17990907820778745,0.13289641549034936,0.10862217711240829,,,,,,0.029548018047051317,,,,,,
2026-07-30 00:00:00+00:00,,0.06988843961611524,,,,,-0.05278607218495268,,,,,0.03742877176349757,,,,0.21598192365350788,0.15282277449156623,0.10970245005193391,,,,,,0.03877109827762948,,,,,,
2026-07-31 00:00:00+00:00,,0.07088491785408402,,,,,-0.048754848488272384,,,,,0.04145687634158657,,,,0.23133248468627254,0.15252526303739233,0.11381550807584984,,,,,,0.03538480213644091,,,,,,
2026-08-03 00:00:00+00:00,,0.07150629566298772,,,,,-0.03936286941513245,,,,,0.04444751326717822,,,,0.2339941326200441,0.15438749003901608,0.11937312098805553,,,,,,0.04016738927058916,,,,,,
2026-08-04 00:00:00+00:00,,0.07158315621936895,,,,,-0.04095044868349529,,,,,0.042720457683961266,,,,0.21866769448191703,0.1401109361653956,0.11495452059234657,,,,,,0.033680367495135366,,,,,,
2026-08-05 00:00:00+00:00,,0.07161430539654212,,,,,-0.03981167458569379,,,,,0.04154170941520019,,,,0.21890224444208073,0.14937435095980844,0.11555263424006479,,,,,,0.03710469002479,,,,,,
2026-08-06 00:00:00+00:00,,0.07157339231493065,,,,,-0.03660604826470748,,,,,0.04270329018871655,,,,0.23835986782817664,0.15280344403951984,0.11954816441794791,,,,,,0.03766140963576525,,,,,,
2026-08-07 00:00:00+00:00,,0.06974066189278116,,,,,-0.039570107120352915,,,,,0.03569255530039839,,,,0.22097614247311825,0.14559788413610675,0.11845406555468596,,,,,,0.023488598636210112,,,,,,
2026-08-10 00:00:00+00:00,,0.07091512436752034,,,,0.0357783535977676,-0.04201207515973593,,,,,0.03679320257846763,,,,0.21330306422421463,0.13956885620086235,0.1217307460527901,,,,,,0.019213636633604647,,,,0.04700000000000015,,0.07496999999999998
2026-08-11 00:00:00+00:00,,0.07166435949313166,,,,0.03495319657438767,-0.04290905366789288,,,,,0.0365263643411613,,,,0.2155024304391553,0.14195046282684287,0.12143115287314776,,,,,,0.01974747825396972,,,,0.048048048048048075,,0.07168168977530232
2026-08-12 00:00:00+00:00,,0.07110866053377451,,,,0.035458167330677526,-0.038846947563478396,,,,,0.03617350738954883,,,,0.21348196555962984,0.13936836980994305,0.11781348798807856,,,,,,0.01886867206148901,,,,0.048048048048048075,,0.07264077398204982
